game,date,time,field,bracket,ROUND,team,SCORE
335,4/14/12,12:00 PM,CVL Mt Kirk,U13B,2,CVL,
335,4/14/12,12:00 PM,CVL Mt Kirk,U13B,2,COV,
465,4/14/12,10:00 AM,CVL Warrior Field,U11B,2,CVL2,
465,4/14/12,10:00 AM,CVL Warrior Field,U11B,2,GV,
203,4/14/12,12:00 PM,CVL Warrior Field,U13C,2,CVL,
203,4/14/12,12:00 PM,CVL Warrior Field,U13C,2,LV,
456,4/14/12,2:00 PM,CVL Warrior Field,U11B,2,CVL3,
456,4/14/12,2:00 PM,CVL Warrior Field,U11B,3,CVL1,
155,4/14/12,4:00 PM,CVL Warrior Field,U11A,3,CVL,
155,4/14/12,4:00 PM,CVL Warrior Field,U11A,1,WC,
413,4/14/12,12:00 PM,KEN Legacy Field C,U13B,2,KEN,
413,4/14/12,12:00 PM,KEN Legacy Field C,U13B,3,AVG1,
564,4/14/12,2:00 PM,KEN Legacy Field C,U11B,1,KEN1,
564,4/14/12,2:00 PM,KEN Legacy Field C,U11B,3,BYC3,
235,4/14/12,4:00 PM,KEN Legacy Field C,U13C,3,KEN,
235,4/14/12,4:00 PM,KEN Legacy Field C,U13C,3,BYC,
502,4/14/12,12:00 PM,LV Eagleview 1,U11B,2,LV1,
502,4/14/12,12:00 PM,LV Eagleview 1,U11B,3,ASH,
167,4/14/12,12:00 PM,LV Eagleview 2,U11A,2,LV,
167,4/14/12,12:00 PM,LV Eagleview 2,U11A,2,ASH,
483,4/14/12,2:00 PM,LV Eagleview 2,U11B,3,LV3,
483,4/14/12,2:00 PM,LV Eagleview 2,U11B,2,COV1,
429,4/14/12,12:00 PM,LV Hoeffecker,U13B,1,LV,
429,4/14/12,12:00 PM,LV Hoeffecker,U13B,2,UNV,
308,4/14/12,2:00 PM,LV Hoeffecker,U15B,2,LV2,
308,4/14/12,2:00 PM,LV Hoeffecker,U15B,3,WC2,
301,4/14/12,4:00 PM,LV Hoeffecker,U15B,2,LV1,
301,4/14/12,4:00 PM,LV Hoeffecker,U15B,2,WB,
489,4/14/12,10:00 AM,ST TE Middle Sch 1,U11B,2,ST,
489,4/14/12,10:00 AM,ST TE Middle Sch 1,U11B,2,COV2,
450,4/14/12,12:00 PM,ST TE Middle Sch 1,U13B,2,ST2,
450,4/14/12,12:00 PM,ST TE Middle Sch 1,U13B,3,BYC2,
293,4/14/12,2:00 PM,ST Wilson Park TEYSA,U15B,3,ST,
293,4/14/12,2:00 PM,ST Wilson Park TEYSA,U15B,3,UNV,
548,4/14/12,12:00 PM,UNV Patton MS 17,U11B,3,UNV2,
548,4/14/12,12:00 PM,UNV Patton MS 17,U11B,2,AVG2,
76,4/14/12,2:00 PM,UNV Patton MS 17,U13A,2,UNV,
76,4/14/12,2:00 PM,UNV Patton MS 17,U13A,2,CVL,
516,4/14/12,4:00 PM,UNV Patton MS 17,U11B,2,UNV1,
516,4/14/12,4:00 PM,UNV Patton MS 17,U11B,2,WC,
61,4/14/12,10:00 AM,WB Downingtown MS,U15A,2,WB,
61,4/14/12,10:00 AM,WB Downingtown MS,U15A,1,ASH,
525,4/14/12,12:00 PM,WB Embreeville,U11B,3,WB,
525,4/14/12,12:00 PM,WB Embreeville,U11B,2,KEN2,
384,4/14/12,10:00 AM,WC Kelly Field,U13B,2,WC2,
384,4/14/12,10:00 AM,WC Kelly Field,U13B,3,BYC1,
227,4/14/12,12:00 PM,WC Kelly Field,U13C,2,WC,
227,4/14/12,12:00 PM,WC Kelly Field,U13C,2,UNV,
391,4/14/12,2:00 PM,WC Kelly Field,U13B,3,WC3,
391,4/14/12,2:00 PM,WC Kelly Field,U13B,3,WB,
319,4/14/12,4:00 PM,WC Kelly Field,U15B,2,WC1,
319,4/14/12,4:00 PM,WC Kelly Field,U15B,3,KEN,
159,4/15/12,12:00 PM,ABG Huntingdon Upper,U11A,2,ABG,
159,4/15/12,12:00 PM,ABG Huntingdon Upper,U11A,3,ASH,
110,4/15/12,4:00 PM,BYC Garnet Valley MS,U13A,2,BYC,
110,4/15/12,4:00 PM,BYC Garnet Valley MS,U13A,2,ST1,
11,4/15/12,2:00 PM,COV OJR HS,U15A,2,COV,
11,4/15/12,2:00 PM,COV OJR HS,U15A,2,ABG,
221,4/15/12,1:00 PM,KEN Kennett MS,U13C,4,KEN,
221,4/15/12,1:00 PM,KEN Kennett MS,U13C,2,ASH,
95,4/15/12,2:00 PM,LV Hoeffecker,U13A,3,LV1,
95,4/15/12,2:00 PM,LV Hoeffecker,U13A,2,ABG,
41,4/15/12,4:00 PM,LV Hoeffecker,U15A,1,LV,
41,4/15/12,4:00 PM,LV Hoeffecker,U15A,2,GV,
