Chester County Lacrosse Association,,,,,,,,,,
Spring 2012 Master Schedule (released 3/13/12 10:00am),,,,,,,,,,
THIS IS THE FINAL SCHEDULE: REMIND COACHES OF THEIR LEAGUE OBLIGATION TO PLAY EVERY GAME AS SCHEDULED,,,,,,,,,,
"Field directions, rules, referee assignments, and the most current league information can be found at www.cclalax.org",,,,,,,,,,
,,,,,,,,,,
ABG = Abington,,,CVL = Collegeville,,PHX = Phoenixville,,,,,
ASH = Ashbee,,,GV = Great Valley,,ST = Conestoga,,,,,
AVG = Avon Grove,,,KEN = Kennett,,UNV = Unionville,,,,,
BYC = Brandywine,,,LV = Lionville,,WB = West Bradford/Downingtown MS,,,,,
COV = Coventry,,,,,WC = West Chester,,,,,
,,,,click arrow to,,,,click arrow to,,
,,,,filter for level,,,,filter for team,,
Game #,Date,Day,Time,Level,Visitor,Home,Field,Team,,
5,5/19/12,Sat,2:00 PM,U15A,LV,CVL,CVL Mt Kirk,LVCVL,,
257,5/19/12,Sat,4:00 PM,U15B,WC1,CVL,CVL Mt Kirk,WC1CVL,,
157,5/19/12,Sat,10:00 AM,U11A,BYC,CVL,CVL Warrior Field,BYCCVL,,
461,5/19/12,Sat,12:00 PM,U11B,ST,CVL1,CVL Warrior Field,STCVL1,,
470,5/19/12,Sat,2:00 PM,U11B,ASH,CVL2,CVL Warrior Field,ASHCVL2,,
207,5/19/12,Sat,4:00 PM,U13C,AVG,CVL,CVL Warrior Field,AVGCVL,,
510,5/19/12,Sat,12:15 PM,U11B,LV1,GV,GV Great Valley MS,LV1GV,,
448,5/19/12,Sat,2:00 PM,U13B,WB,GV,GV Great Valley MS,WBGV,,
139,5/19/12,Sat,4:00 PM,U13A,AVG,GV,GV Great Valley MS,AVGGV,,
570,5/19/12,Sat,12:00 PM,U11B,AVG2,KEN2,KEN Legacy Field C,AVG2KEN2,,
147,5/19/12,Sat,2:00 PM,U13A,UNV,KEN,KEN Legacy Field C,UNVKEN,,
331,5/19/12,Sat,4:00 PM,U15B,UNV,KEN,KEN Legacy Field C,UNVKEN,,
349,5/19/12,Sat,12:00 PM,U13B,COV,LV,LV Pine Creek,COVLV,,
190,5/19/12,Sat,2:00 PM,U11A,ABG,LV,LV Pine Creek,ABGLV,,
21,5/19/12,Sat,10:00 AM,U15A,ABG,ST,ST Wilson Park TEYSA,ABGST,,
538,5/19/12,Sat,10:00 AM,U11B,BYC2,UNV1,UNV Patton MS 17,BYC2UNV1,,
530,5/19/12,Sat,2:00 PM,U11B,BYC3,WB,WB Embreeville,BYC3WB,,
326,5/19/12,Sat,4:00 PM,U15B,BYC,WB,WB Embreeville,BYCWB,,
521,5/19/12,Sat,10:00 AM,U11B,AVG1,WC,WC Kelly Field,AVG1WC,,
424,5/19/12,Sat,12:00 PM,U13B,PHX,WC1,WC Kelly Field,PHXWC1,,
323,5/19/12,Sat,2:00 PM,U15B,AVG,WC2,WC Kelly Field,AVGWC2,,
142,5/19/12,Sat,4:00 PM,U13A,BYC,WC,WC Kelly Field,BYCWC,,
438,5/19/12,Sat,12:00 PM,U13B,ABG,WC3,WC Rustin HS,ABGWC3,,
240,5/19/12,Sat,2:00 PM,U13C,ABG,WC,WC Rustin HS,ABGWC,,
52,5/19/12,Sat,4:00 PM,U15A,AVG,WC,WC Rustin HS,AVGWC,,
Blackout,5/20/12,Sun, ,NCAA DIV I,QTRFINALS,AT,PPL PARK !!,,,
412,5/21/12,Mon,6:30 PM,U13B,AVG2,AVG1,AVG Avon Grove HS,AVG2AVG1,,
393,5/21/12,Mon,6:30 PM,U13B,WC4,BYC1,BYC Garnet Valley MS,WC4BYC1,,
403,5/21/12,Mon,6:30 PM,U13B,UNV,KEN,KEN Kennett MS,UNVKEN,,
230,5/21/12,Mon,6:30 PM,U13C,WC,KEN,KEN Legacy Field A,WCKEN,,
279,5/21/12,Mon,6:30 PM,U15B,PHX,LV2,LV Pine Creek,PHXLV2,,
336,5/21/12,Mon,6:30 PM,U13B,CVL,PHX,PHX PMYC,CVLPHX,,
368,5/21/12,Mon,6:30 PM,U13B,LV,ST2,ST TE Middle Sch 2,LVST2,, 
268,5/21/12,Mon,6:30 PM,U15B,COV,WC1,WC Kelly Field,COVWC1,,
216,5/22/12,Tue,6:30 PM,U13C,LV,ASH,ASH Shipley Farm Field,LVASH,,
143,5/22/12,Tue,6:30 PM,U13A,WC,AVG,AVG Harmony Park,WCAVG,,
234,5/22/12,Tue,6:30 PM,U13C,AVG,BYC,BYC Bethel Spr ES 12,AVGBYC,,
145,5/22/12,Tue,6:30 PM,U13A,UNV,BYC,BYC Garnet Valley MS,UNVBYC,,
348,5/22/12,Tue,6:30 PM,U13B,GV,COV,COV Batdorf Park,GVCOV,,
74,5/22/12,Tue,6:30 PM,U13A,CVL,GV,GV Great Valley MS,CVLGV,,
112,5/22/12,Tue,6:30 PM,U13A,ST1,KEN,KEN Legacy Field A,ST1KEN,,
84,5/22/12,Tue,6:30 PM,U13A,COV,LV2,LV Hoeffecker,COVLV2,,
446,5/22/12,Tue,6:30 PM,U13B,WC3,ST1,ST TE Middle Sch 2,WC3ST1,,
103,5/22/12,Tue,6:30 PM,U13A,ASH,ST2,ST Wilson Park TEYSA,ASHST2,,
377,5/22/12,Tue,6:30 PM,U13B,BYC2,WC1,WC Kelly Field,BYC2WC1,,
166,5/23/12,Wed,6:30 PM,U11A,ST,ASH,ASH Lower Merion HS,STASH,,
180,5/23/12,Wed,6:30 PM,U11A,LV,AVG,AVG Avon Grove HS,LVAVG,,
522,5/23/12,Wed,6:30 PM,U11B,WC,AVG2,AVG Harmony Park,WCAVG2,,
552,5/23/12,Wed,6:30 PM,U11B,KEN1,BYC1,BYC Bethel Spr ES 12,KEN1BYC1,,
492,5/23/12,Wed,6:30 PM,U11B,LV3,COV2,COV OJR HS,LV3COV2,, 
513,5/23/12,Wed,6:30 PM,U11B,LV2,GV,GV Great Valley MS,LV2GV,,
573,5/23/12,Wed,6:30 PM,U11B,AVG3,KEN2,KEN Legacy Field B,AVG3KEN2,,
462,5/23/12,Wed,6:30 PM,U11B,CVL1,LV1,LV Eagleview 1,CVL1LV1,,
487,5/23/12,Wed,6:30 PM,U11B,COV1,PHX,PHX PMYC,COV1PHX,,
471,5/23/12,Wed,6:30 PM,U11B,CVL2,ST,ST TE Middle Sch 1,CVL2ST,,
184,5/23/12,Wed,6:30 PM,U11A,BYC,WB,WB Embreeville,BYCWB,,
26,5/24/12,Thu,6:30 PM,U15A,BYC,ABG,ABG Huntingdon Upper,BYCABG,,
327,5/24/12,Thu,6:30 PM,U15B,WB,AVG,AVG Harmony Park,WBAVG,,
329,5/24/12,Thu,6:30 PM,U15B,UNV,BYC,BYC Garnet Valley MS,UNVBYC,,
19,5/24/12,Thu,7:00 PM,U15A,AVG,COV,COV OJR HS,AVGCOV,,
46,5/24/12,Thu,6:30 PM,U15A,WC,GV,GV Great Valley MS,WCGV,,
296,5/24/12,Thu,6:30 PM,U15B,ST,KEN,KEN Legacy Field B,STKEN,,
287,5/24/12,Thu,6:30 PM,U15B,ASH,LV1,LV Pine Creek,ASHLV1,,
35,5/24/12,Thu,6:30 PM,U15A,LV,ST,ST Wilson Park TEYSA,LVST,,
8,5/24/12,Thu,6:30 PM,U15A,CVL,WB,WB Downingtown MS,CVLWB,,
258,5/24/12,Thu,6:30 PM,U15B,CVL,WC2,WC Kelly Field,CVLWC2,,
Make-up 1,5/25/12,Fri,6:30PM,ONLY,IF,NEEDED,TBA,,,
Blackout,5/26/12,Sat,,MEMORIAL,DAY,WEEKEND,,,,
Blackout,5/27/12,Sun,,MEMORIAL,DAY,WEEKEND,,,,
Blackout,5/28/12,Mon,,MEMORIAL,DAY,WEEKEND,,,,
Make-up 2,5/29/12,Tue,6:30PM,ONLY,IF,NEEDED,TBA,,,
Playoff 1,5/30/12,Wed,6:30 PM,U13B,TBA,TBA,TBA: Playoff Round 1,,,
Playoff 1,5/30/12,Wed,6:30 PM,U13A,TBA,TBA,TBA: Playoff Round 1,,,
Playoff 1,5/31/12,Thu,6:30 PM,U15B,TBA,TBA,TBA: Playoff Round 1,,,
Playoff 1,5/31/12,Thu,6:30 PM,U15A,TBA,TBA,TBA: Playoff Round 1,,,
Playoff 2,6/2/12,Sat,6:30 PM,U13B,TBA,TBA,TBA: Playoff Round 2,,,
Playoff 2,6/2/12,Sat,6:30 PM,U13A,TBA,TBA,TBA: Playoff Round 2,,,
Playoff 2,6/3/12,Sun,6:30 PM,U15B,TBA,TBA,TBA: Playoff Round 2,,,
Playoff 2,6/3/12,Sun,6:30 PM,U15A,TBA,TBA,TBA: Playoff Round 2,,,
Champ,6/5/12,Tue,6:30 PM,U13B,TBA,TBA,USTC: Championship,,,
Champ,6/5/12,Tue,8:00 PM,U13A,TBA,TBA,USTC: Championship,,,
Champ,6/6/12,Wed,6:30 PM,U15B,TBA,TBA,USTC: Championship,,,
Champ,6/6/12,Wed,8:00 PM,U15A,TBA,TBA,USTC: Championship,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
