Liberty 2015 - FIELD GRID DRAFT (with match-ups) - 2015-05-31 21:01:31.457074
(This grid is for general scheduling purposes and may be subject to change.)
Day One,,Saturday,,,,,,,
Time,,Field #1,Field #2,Field #3,Field #4,Field #5,Field #6,Field #7,Field #8,Byes
04:20:00 A,,HALLORAN 11A (PA),LIONVILLE U11A (PA),CYLAX TRAVEL A (PA),KENNETT BLUE DEMONS (PA),TEAM HARLEY 2022 (PA),STARS & STRIPES 2022 RED (PA),,,,Boys U11B-2,,,Boys U11A-2,Boys U11A-2,Boys U11A-2,Boys U11A-1,Boys U11A-1,Boys U11A-1,,,,Boys U11B-2
05:10:00 H,,,,,,,,,,,Boys U15A-1,,,,,,,,,,,,Boys U15A-1
05:10:00 A,,,,,,,,,,,Boys U15B-1,,,,,,,,,,,,Boys U15B-1
06:00:00 H,,MAD DOGS (PA),HALLORAN 11A (PA),CHOSEN (PA),STARS & STRIPES 2022 RED (PA),TEAM HARLEY 2022 (PA),RIDGE FUTURES WHITE (NJ),,,,,,,Boys U11A-2,Boys U11A-2,Boys U11A-2,Boys U11A-1,Boys U11A-1,Boys U11A-1,,,,
06:00:00 A,,UNIONVILLE BLUE (PA),CYLAX TRAVEL A (PA),LIONVILLE U11A (PA),KENNETT BLUE DEMONS (PA),COUGAR ELITE (NJ),VIPER LUZZI (NY),,,,,,,Boys U11A-2,Boys U11A-2,Boys U11A-2,Boys U11A-1,Boys U11A-1,Boys U11A-1,,,,
06:50:00 H,,,,,,,,,,,,,,,,,,,,,,,
06:50:00 A,,,,,,,,,,,,,,,,,,,,,,,
07:40:00 H,,CYLAX TRAVEL A (PA),HALLORAN 11A (PA),CHOSEN (PA),KENNETT BLUE DEMONS (PA),COUGAR ELITE (NJ),TEAM HARLEY 2022 (PA),,,,,,,Boys U11A-2,Boys U11A-2,Boys U11A-2,Boys U11A-1,Boys U11A-1,Boys U11A-1,,,,
07:40:00 A,,LIONVILLE U11A (PA),UNIONVILLE BLUE (PA),MAD DOGS (PA),VIPER LUZZI (NY),STARS & STRIPES 2022 RED (PA),RIDGE FUTURES WHITE (NJ),,,,,,,Boys U11A-2,Boys U11A-2,Boys U11A-2,Boys U11A-1,Boys U11A-1,Boys U11A-1,,,,
08:30:00 H,,,,,,,,,,,,,,,,,,,,,,,
08:30:00 A,,,,,,,,,,,,,,,,,,,,,,,
09:20:00 H,,,,,B - Pool 1 (2nd),A - Pool 1 (1st),,,,,,,,,,,Boys U11A-1,Boys U11A-1,,,,,
09:20:00 A,,,,,B - Pool 2 (1st),A - Pool 2 (2nd),,,,,,,,,,,Boys U11A-1,Boys U11A-1,,,,,
10:10:00 H,,,,,,,,,,,,,,,,,,,,,,,
10:10:00 A,,,,,,,,,,,,,,,,,,,,,,,
11:00:00 H,,,,,Game B (Winner),,,,,,,,,,,,Boys U11A-1,,,,,,
11:00:00 A,,,,,Game A (Winner),,,,,,,,,,,,Boys U11A-1,,,,,,
11:50:00 H,,,,,,,,,,,,,,,,,,,,,,,
11:50:00 A,,,,,,,,,,,,,,,,,,,,,,,

